original_sentence,summary,level
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.|",Emotions are positive or negative. Arousal measures calm or agitated state. Dominance shows control or being controlled.|,2
"someone is feeling something positive or something negative. A rousal is measuring whether someone is in calm or very ready to act, very agitated. And then dominance that is measuring whether someone is feeling dominated by the situation or the opposite is that someone is feeling in control of the.|",Emotions vary. Arousal shows if someone is calm or ready. Dominance shows control or the lack of it.|,1
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|","We noted the situation and the person's demographics in the picture, such as gender and age, using Amazon Mechanical Turk for crowd sourcing.|",1
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|",We gathered the situation and demographics of the person in the picture through crowd sourcing on Amazon Mechanical Turk.|,2
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|",We recorded the situation and details like gender and age of the person in the picture using Amazon Mechanical Turk.|,3
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|",We used Amazon Mechanical Turk to collect data on the situation and demographics such as gender and age of the person in the picture.|,4
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|",We used Amazon Mechanical Turk to gather information about the situation and demographic details like gender and age.|,5
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|","Using Amazon Mechanical Turk, we gathered demographic details such as gender and age, and noted the situation.|",6
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|","Demographics such as age and gender were collected on Amazon Mechanical Turk, along with the situation.|",7
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|",We used Amazon Mechanical Turk to collect demographic data like age and gender.|,8
"situation. And then we also collected some demographics of the person in the picture, like the gender or the estimated age. And we use cloud sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what.|",We collected demographic data using Amazon Mechanical Turk.|,9
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","Emoric is a data set of 23,000 images and 34,000 people. Some images have multiple people. I'll display our deep learning model.|",9
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","Emoric includes 23,000 images and 34,000 people, with some images containing multiple annotations. I'll present our baseline deep learning model.|",8
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","Emoric, a set with 23,000 images and 34,000 annotated people, includes images with multiple people. I'll introduce our baseline deep learning model.|",7
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","Emoric consists of 23,000 images and 34,000 people annotations, with some images having multiple people annotated. I'll show our deep learning model.|",6
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","The Emoric data set has 23,000 images and 34,000 people annotated, with some images containing multiple people. I'll talk about our deep learning model.|",5
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","Emoric, with 23,000 images and 34,000 annotated people, includes some images with multiple people annotated. I'll discuss our baseline deep learning model.|",4
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","Emoric data set has 23,000 images and 34,000 people annotated, and some images have more than one person annotated. I will show you the deep learning model we developed.|",3
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","The Emoric data set, with 23,000 images and 34,000 annotated people, includes images with multiple people. I'll introduce the baseline deep learning model.|",2
"we call the emoric data set, which is a collection of these images, 23,000 annotated images, 34,000 annotated people. Because for some images, we have multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this.|","The Emoric data set contains 23,000 images and 34,000 people annotated. Some images have multiple people, and I will introduce the deep learning model we created.|",1
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|",The task involves emotion recognition using a simple model. We input the image and identify the target person's location.|,9
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|",We presented a simple model for emotion recognition. The input is an image with the target person's location.|,8
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|",We created a basic emotion recognition model. It uses an image input and pinpoints where the person is.|,7
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|",We designed a model. It recognizes emotions by inputting an image and locating the person.|,6
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|",We created a model with an image input to locate and recognize the target person's emotions.|,5
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|",This model identifies emotions with an image input and target person location.|,4
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|",Introduction to our model: using an image to spot the person and assess their emotion.|,3
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|",The model we made detects emotions from images and locates the person in them.|,2
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image, and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.|","Emotion recognition model: inputs image, locates person, detects emotions.|",1
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the.|,We use a fully convolutional network to extract person features from the bounding box and context features from the entire image.|,8
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the.|,The system uses a convolutional network to extract features from both the person’s bounding box and the whole image.|,7
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the.|,"Fully convolutional network extracts person features from the bounding box, and context features from the whole image.|",6
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the.|,We use convolutional networks to extract person features and context features from images.|,5
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the.|,Person and context features are extracted with convolutional networks.|,4
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the.|,Extract features using convolutional networks.|,3
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the.|,Use convolutional networks to extract features.|,2
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module which is the context features that takes as an input the whole image and extract also enough using a fully convolutional network features about the.|,Convolutional networks extract features.|,1
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","We merge features and use one layer. We separate balance, dominance, and emotion recognition. Our loss function is regression, shown as best by experiments.|",1
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","Features are merged into one layer. We identify balance, dominance, and emotions separately. Regression was the best loss function in experiments.|",2
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","We combine features in a single layer, then recognize balance, dominance, and emotions. Experiments showed regression as the best loss function.|",3
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","Features are pulled together in one layer. We identify balance, dominance, and emotion. Regression works best, shown by experiments.|",4
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","We combine features into one layer. Identify balance, dominance, and emotions. Regression was the ideal loss function in tests.|",5
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","Merge features into a single layer. Distinguish balance, dominance, and emotions. Regression performed best in experiments.|",6
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","Merged features into one fully connected layer. Separate balance, dominance, and emotion recognition. Regression was optimal in experiments.|",7
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","Merge features in one layer. Balance, dominance, and emotion recognition are separate. Regression served best by experiments.|",8
"context. And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.|","Merge features. Identify balance, dominance, emotions separately. Regression is best by experiments.|",9
"way to model our data. So these are the type of results that we get. So these are the type of images that we get. This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.|","Here is how we model data and the results and images we obtain. It shows recognition of feelings like anticipation, excitement, engagement, and confidence. Another example shows recognition of feelings like pleasure, happiness, and affection.|",4
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|","The system recognized happiness in a challenging picture without a visible face, indicating it uses context. Another example shows it detecting pleasure and affection in a person.|",6
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|","In a challenging image, the system detected happiness without seeing a face, showing it understands context. Another case showed it recognizing pleasure and affection.|",5
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",The system recognized happiness from context in a challenging picture without a visible face. Another example showed it recognizing pleasure and affection.|,4
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|","With no face visible, the system recognized happiness from context. Another instance showed it detecting pleasure and affection.|",3
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|","In a tough image, the system detected happiness without a face and recognized pleasure and affection in another.|",2
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",The system detected happiness without seeing a face in one picture and recognized pleasure and affection in another.|,1
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",The system picked up happiness from context in a tough picture without a face and recognized emotions like pleasure and affection in another case.|,6
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|","Without a face visible, the system recognized happiness from context in a tough picture. It recognized pleasure and affection in another instance.|",4
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",The system recognized happiness from context in a difficult image without a face and detected pleasure and affection in another example.|,3
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|",Not just context but also the person creates the output.|,9
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|",The context and the person together produce the final message.|,8
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|",It indicates that the context and person together generate the final outcome.|,7
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|","The output is created by both the context and the person, not just one source.|",6
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|","The outcome comes from a blend of the person's perspective and the context, not just one.|",5
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|","It shows that the output is created not solely from the context, but from the context combined with the individual's perception.|",4
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|","This suggests that the final result is produced by both the individual's perspective and the context, rather than just the context alone.|",3
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|","This indicates that the overall information is not only derived from the context, but is actually a synthesis of the context and the individual's interpretation, resulting in the final output.|",2
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.|","The statement demonstrates that the resulting information is not just from the context but is actually a synthesis of the contextual information and the individual's interpretation, creating the final output.|",1
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",The system isn't working well; this is our first try to recognize emotions with context. We are progressing. So the Red House.|,1
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",The system doesn't work well. It's our first try to recognize emotions with more context. We're moving forward. So the Red House.|,2
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",The system isn't very effective. It's our first try to recognize emotions with context. We are moving forward. So the Red House.|,3
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",The system doesn't work well. It's our first effort to recognize emotions using context. We are progressing. So the Red House.|,4
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",The system is not working well. This is our initial attempt to recognize emotions with context. We are advancing. So the Red House.|,5
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",The system isn't working well. This is our first attempt to recognize emotions with context. We're making progress. So the Red House.|,6
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",This system is not working well. It's our first try to recognize emotions using context. We are making progress. So the Red House.|,7
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",The system doesn't work well. This is our first try to recognize emotions with more context. We are making progress. So the Red House.|,8
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just face, but using person and situational context. So this is our first baseline. We are progressing this project in different directions. So the Red House.|",This system is not working well. It's our first attempt to recognize emotions with context. We are advancing. So the Red House.|,9
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|","This is a restaurant in Cambridge, Massachusetts. If you visit the place for the first time, you might search for reviews online.|",9
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|","The restaurant is in Cambridge, USA. If you visit for the first time, you might search for reviews.|",8
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|","The restaurant located in Cambridge, USA, can be reviewed online for first-time visitors.|",7
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|","A restaurant in Cambridge, USA, may have reviews online for first-time visitors.|",6
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|","In Cambridge, USA, a restaurant is reviewed online by new visitors.|",5
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|",This Cambridge restaurant has online reviews for newcomers.|,4
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|",New visitors to a Cambridge restaurant can find online reviews.|,3
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|",Visitors to a Cambridge restaurant can find reviews.|,2
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.|",Cambridge restaurant reviews are online.|,1
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and.|","The review describes the Red House restaurant as delightful, with a terrific menu and great cocktails, plus an unpretentious vibe with locals and professors chatting.|",9
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|","We use reviews to decide on eating at the restaurant. Yet, the reviews only give an idea if the place is good.|",9
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|","We decide about going to the restaurant from reviews. We understand if it’s good, not told to go or not.|",8
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|","Reviews help us decide to visit the restaurant without a clear ""good"" or ""bad"" label.|",7
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|","Reviews guide our restaurant decision, capturing its quality indirectly.|",6
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|","We decide on the restaurant from reviews, which capture its goodness indirectly.|",5
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|",Reviews help us judge if the restaurant is good without directly telling us to go or not.|,4
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|",Reviews tell us if a restaurant is good but not whether to go.|,3
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|",Reviews tell us if a restaurant is good or not.|,2
"From these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.|",Reviews tell if the place is good.|,1
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant?||",Can you tell if the person was positive or negative about the restaurant?||,8
Is it positive?||,Is it positive?||,9
It's very clear.|,It is very clear.|,9
"For us, it's very easy to do.|",It's easy for us to do.|,7
So one thing that we can think is maybe we.|,We can consider this.|,6
"can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji. It was developed in MIT media.|",Capable of creating algorithms. There's significant research in sentiment analysis. One model is deep moji. Created at MIT Media.|,9
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","The lab, not in my effective computing group, was developed on social machines. The idea is simple: use large-scale data and deep learning. They analyzed 1,200 million tweets with emojis.|",9
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","The lab outside my group was developed for social machines with a simple idea, using large data and deep learning, analyzing 1,200 million emoji tweets.|",8
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","The lab, outside my group, focuses on social machines and simple methods using large data and deep learning, studying 1,200 million emoji tweets.|",7
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","They used social machines and deep learning to analyze 1,200 million tweets with emojis in another lab, not my effective computing group.|",6
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","Another lab, not my group, uses social machines and deep learning to analyze 1,200 million tweets with emojis.|",5
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","Another lab focuses on social machines, analyzing 1,200 million emoji tweets with deep learning.|",4
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","In another lab, 1,200 million emoji tweets were analyzed with deep learning.|",3
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","A different lab analyzed 1,200 million emoji tweets.|",2
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the.|","They studied 1,200 million emoji tweets.|",1
"most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis. And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning.|",They compiled 64 frequent emojis and amassed many tweets with these emojis to predict the emoji of a given text using deep learning.|,1
"most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis. And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning.|",Researchers gathered tweets with 64 emojis to predict emojis from text using deep learning.|,2
"most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis. And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning.|",They collected tweets with 64 common emojis to predict the emoji from text using deep learning.|,3
"most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis. And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning.|","Collecting tweets with 64 common emojis, they aimed to predict emojis from text using deep learning.|",4
"most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis. And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning.|",They gathered tweets with 64 popular emojis to predict emojis from text with deep learning.|,5
"most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis. And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning.|","Gathering tweets with 64 frequent emojis, they used deep learning to predict the emoji from text.|",6
