original_sentence,summary,level,FRE
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House in Cambridge, MA, has great reviews. If you check online, one review mentions a delightful spot with a terrific menu, craft cocktails, and a relaxed vibe with locals and college professors.",2,62.68000000000002
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House in Cambridge, MA, is well-reviewed. An online review praises its menu, craft cocktails, and a casual setting with locals and college professors.",3,55.40350000000004
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House in Cambridge has good reviews. One review mentions a great menu, craft cocktails, and a friendly atmosphere with locals and professors.",4,67.75500000000001
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House in Cambridge, MA, is well-liked. One review highlights its menu, cocktails, and a friendly setting frequented by locals and professors.",5,62.74510869565219
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House in Cambridge has a positive review. It praises the menu, cocktails, and a relaxed atmosphere with locals and professors.",6,57.23363636363638
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House in Cambridge gets good reviews. One says it has a great menu, cocktails, and a friendly atmosphere with locals and professors.",7,74.805
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House has good reviews. One praises the menu, cocktails, and the friendly atmosphere.",8,75.14250000000001
"So the Red House restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight, terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner.","The Red House has great reviews. It is praised for its menu, cocktails, and friendly vibe.",9,87.67750000000001
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|",We read reviews to decide if we want to go to a restaurant. They don't say directly if it's good or bad. Can you tell if the review is positive? It's clear.|,9,82.39000000000001
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|",We read reviews to decide on restaurants. They don't say outright if it's good or bad. Can you tell if the text is positive? It's clear.|,8,83.09903846153848
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|",Reviews help decide on visiting restaurants. They don't specify if it's good or bad. Can you tell if the review is positive or negative? It's evident.|,7,57.06826923076926
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|","We read reviews to choose restaurants. They don't state clearly if it's good or bad. From this, can you tell if the review is positive or negative? It is clear.|",6,83.6025
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|","Reviews help us decide on restaurants, but they don't clearly say if it's good or bad. Can you deduce if it's positive or negative from this? It's clear.|",5,70.46166666666669
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|","We read different reviews to decide, though they don’t explicitly say if the restaurant is good or bad. Can you perceive if it's positive or negative? It's evident.|",4,58.37595238095241
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|","Although reviews help us decide if we should visit a restaurant, they don’t plainly say if it's good or bad. Can you infer the sentiment from this text? It seems clear.|",3,81.727311827957
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|","Reading reviews guide us to decide on visiting restaurants, though they don’t declare whether it's good or bad. Can this text reveal if it's positive or negative? It is clear.|",2,66.965
"Okay, so we read this type of reviews and from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there. So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about the restaurant? Is it positive? It's very clear.|","Reviews are read to decide on restaurant visits, but they don't explicitly state if the restaurant is good or bad. Can the text help determine if it is positive or negative? It appears clear.|",1,65.94343137254904
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|",We find it easy. We think of algorithms doing the same. Research tries to capture text sentiment. This is called sentiment analysis. One model is deep moji.|,9,69.75400000000002
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|","It's easy for us. We might create algorithms to do the same. There's much research on capturing sentiment from text. This is called sentiment analysis, and deep moji is a top model.|",8,66.5275
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|",It's easy for us. We might design similar algorithms. There's much research to capture sentiment in text. This field is called sentiment analysis. One top model is deep moji.|,7,60.92041379310348
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|","It's easy for us to do. We might develop algorithms to do the same. Researchers work on capturing sentiment from text. This is known as sentiment analysis, and deep moji is a leading model.|",6,63.84279411764709
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|","It is very easy for us to do. Perhaps, we might develop algorithms that can do the same. Actually, there is extensive research in capturing text sentiment. This task is termed sentiment analysis in text. One state of the art model is named deep moji.|",5,66.10000000000002
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|","It's fairly easy for us to do. We might consider developing algorithms to perform the same tasks. Research in this area often involves capturing sentiment from text, a process known as sentiment analysis. One highly regarded model in this domain is called deep moji.|",4,47.62000000000003
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|","We find it fairly straightforward to perform this task. Consequently, we may consider developing algorithms that can achieve similar results. In fact, extensive research has been conducted with the goal of extracting sentiment from textual data, a task referred to as sentiment analysis. Among the notable models in this area, one is referred to as deep moji.|",3,43.95019736842107
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|","For us, accomplishing this task is relatively simple. Consequently, it is conceivable that we could create algorithms to perform equivalent functions. Furthermore, there is a substantial amount of research focusing on the extraction of sentiment from text, a field categorized under sentiment analysis in textual data. One exemplary model developed in this area is known as deep moji.|",2,28.7519827586207
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|","Performing this task is relatively effortless for us, which leads to the possibility of creating algorithms capable of yielding comparable outcomes. More importantly, a significant body of research is dedicated to the extraction of sentiment from textual content, an endeavor categorized under sentiment analysis in textual data. In this domain, a notable state-of-the-art model is referred to as deep moji.|",1,14.515000000000043
"For us, it's very easy to do. So one thing that we can think is maybe we can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called sentiment analysis in text. And this is one of the state of the art models. It's called deep moji.|","Performing the task is quite easy for us, which suggests the possibility of designing algorithms capable of producing comparable results. Additionally, a significant volume of research focuses on the extraction of sentiment from textual inputs, a field generally referred to as sentiment analysis in text. A prominent state-of-the-art model in this field is known as deep moji.|",1,24.28684210526319
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","The MIT Media Lab, not the effective computing group I work with, developed this simple method using social machines. They used deep learning on a large dataset of 1,200 million tweets with 64 common emojis.",1,63.381071428571445
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","The MIT Media Lab, not my effective computing group, devised a method using social machines and deep learning with 1,200 million emoji tweets. They chose the 64 most common emojis.",2,61.890000000000015
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","MIT Media Lab created this method, not the group I work with. The method is simple, using social machines and deep learning on 1,200 million tweets with 64 common emojis.",3,73.17000000000003
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","Created by MIT Media Lab, not my group, this method uses social machines and deep learning with 1,200 million tweets featuring 64 common emojis.",4,52.05000000000001
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","MIT Media Lab made it, not my group. The method, using social machines and deep learning, analyzed 1,200 million tweets with 64 common emojis.",5,71.28000000000002
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","MIT Media Lab created this, not my group. This method is simple, using social machines and deep learning on 1,200 million tweets with 64 common emojis.",6,73.24769230769233
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","MIT Media Lab, not my group, developed this. The simple method uses social machines and large-scale data, analyzing 1,200 million tweets with 64 common emojis.",7,55.40350000000004
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","The MIT Media Lab created it, not my group. This simple method employs social machines and deep learning with 1,200 million tweets having 64 common emojis.",8,69.99384615384618
"It was developed in MIT media lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method is quite simple. So there's large-scale data behind this and deep learning. So basically, they took 1,200 million tweets containing emojis. So they selected the most common, the 64 most common emojis, and they were collecting a huge amount of tweets that contained these emojis.","MIT Media Lab, not my group, developed it. The simple method uses social machines and deep learning on 1,200 million tweets with 64 common emojis.",9,68.93950000000002
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.","The problem proposed is to predict emojis from the text using a deep learning model, with code and an online demo available to see the output.",1,53.54500000000003
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.","They created a task to predict emojis from text, with available deep learning code and an online demo.",2,52.265000000000015
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.","They set a problem to predict emojis using text, with available code and an online demo to show results.",3,58.42368421052632
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.","They aimed to predict emojis from text via deep learning, with a demo and code available online.",4,50.2388235294118
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.",They proposed predicting emojis from text with available deep learning code and an online demo.,5,44.97000000000003
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.","They want to predict emojis from text using deep learning, with a demo and code available.",6,63.69500000000001
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.",Predict emojis from text using deep learning; code and demo online.,7,64.9245454545455
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.",Predict emojis from text with a deep learning model; demo online.,8,57.23363636363638
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.","Enter text, see predicted emojis with deep learning.",9,50.66500000000002
"And they formulated the following problem. So taking as an input the text, we want to predict the emoji of this text. And when, so they have a deep learning architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So if you enter the text I showed you before, you'll see this type of output. So this is the emojis that are predicted from the text.",Enter text to get emoji predictions.,1,45.64500000000001
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|",Viewing varying word intensities here is fascinating since an attention layer in the model helps gauge word contributions to predictions. The demo is intriguing as it showcases how changing word placements alters emoji outcomes. This model and others perform well in tech sentiment analysis.,1,36.20742424242428
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|","Here, you observe different word intensities due to an attention layer in the deep learning model, understanding word influence on predictions. The demo is engaging, showing emoji changes with words removed. Other models also excel in tech sentiment analysis.",2,33.116923076923115
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|",The different word intensities seen here are due to the deep learning model’s attention layer. This demo is cool as it shows how emojis change when words are removed. Similar models also work well for tech sentiment analysis.,3,58.173070175438625
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|","The attention layer in this deep learning model reveals varied word intensities, impacting predictions. This demo impressively shows how removing words changes emojis. Similar models are effective in tech sentiment analysis.",4,18.959569892473127
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|",The deep learning model's attention layer shows word intensity variations in predictions. This demo shows changing emojis when words are altered. Similar models perform well in tech sentiment analysis.,5,33.65781609195403
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|",The deep learning model's attention layer shows different word intensities. The demo is fun as removing words changes emojis. Other models work well for tech sentiment analysis too.,6,40.24738095238098
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|",The model's attention layer shows varied word intensities. Removing words changes emojis in the demo. Other models also do well in tech sentiment analysis.,7,33.04000000000002
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|",The model's attention layer reveals word intensity. The demo shows emoji changes with word removal. Models like this are good for tech sentiment analysis.,8,40.09
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|",The attention layer shows word intensity. The demo changes emojis with word removal. Models like this excel in sentiment analysis.,9,35.09833333333333
"And what is interesting is that you see here different intensities of the words. This is because the deep learning model has an attention layer. So it can capture the contribution of the different words to this prediction. And actually, this demo is very cool, because you can cross the different words and see how the emojis change when you remove some words. So this is working pretty well. And there are other models that are similar to this one that also work pretty well for tech sentiment analysis.|",The model shows word intensity. Emojis change in the demo with removed words. Similar models are good for analysis.,1,53.4698245614035
