original_sentence,summary,level
"sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what\.",We gathered annotations with Amazon Mechanical Turk and reviewed the results.\.,3
"sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what\.","Using Amazon Mechanical Turk, we collected annotations and reviewed the data.\.",4
"sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what\.",We used Amazon Mechanical Turk to gather the annotations and processed them.\.,5
"sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what\.",We collected annotations using Amazon Mechanical Turk and examined the results.\.,6
"sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what\.",We collected annotations on Amazon Mechanical Turk and analyzed the data.\.,7
"sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what\.",We used Amazon Mechanical Turk to collect and analyze annotations.\.,8
"sourcing for collecting all of these annotations. In particular, we use the platform Amazon Mechanical Turk. And after this process, we came up with what\.",We used Amazon's platform to collect and review annotations.\.,9
multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this\.,Many people annotated the data. Let me explain our baseline deep learning model.\.,1
multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this\.,Multiple people tagged the data. I will cover our baseline deep learning model.\.,2
multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this\.,Several people annotated it. I will discuss our basic deep learning model.\.,3
multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this\.,Various people marked the data. Here is our basic deep learning model.\.,4
multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this\.,Multiple people tagged the data. We made a basic deep learning model.\.,5
multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this\.,People annotated the data. This is our basic deep learning model.\.,7
multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this\.,People tagged the data. This is our baseline deep learning model.\.,8
multiple people annotated. I'm going to show you a little bit about the deep learning model that we developed as a baseline to model this\.,People marked the data. Here is our baseline deep learning model.\.,9
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.",We built a small model for our problem. This shows the architecture. We input an image.|,8
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.","To address the problem, we designed a simple model. This diagram depicts the architecture. An image is the input.|",7
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.",Our solution to the problem is a straightforward model illustrated here. We use an image as the input for the architecture.|,6
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.",The problem was tackled by creating a simple model. This image illustrates the architecture. We feed it an input image.|,5
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.","To solve the problem, we created a very simple model. Here is the representation of the architecture, with an image as the input.|",4
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.","We addressed the problem by creating a very basic model, illustrated here. An image serves as the input for this architecture.|",3
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.","To address the problem, we devised a simple model. The architectural representation below clarifies this. An image is given as the input.|",2
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.",We solved our problem using a basic model which is represented in the diagram. The architecture accepts an image as input.|,1
"problem. So what we did, it's a very simple model. This is the representation of the architecture. So basically, we have as input the image,.","Addressing the problem, a simple model was created. The architecture is represented here and takes an image as input.|",1
and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.,We know where the target person is and we aim to recognize their emotion.|,1
and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.,We know the target person's location for emotion recognition with one module assisting.|,2
and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.,"We know where the target is to recognize emotions, and we use one module.|",3
and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.,"The target person is located for emotion recognition, and one module is used.|",5
and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.,We recognize emotions of the target person by tracking their location with a module.|,8
and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.,"We know where the target is to recognize their emotion, using one module.|",8
and we know the location of the target person that we are trying to recognize the emotion of. And then we have one module that.,We locate the target to recognize their emotion with a module.|,9
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module.,"The system extracts person features, using full convolution to get bounding box data. A separate module follows.|",7
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module.,"Extraction of person features utilizes convolution, centering on the bounding box data. Subsequently, another module is used.|",3
is extracting person features. So it's fully convolutional and we extract features of the bounding box containing the person. And then we have another module.,The extraction process for person features employs convolution and focuses on the bounding box containing the person's data. There is an additional module following this step.|,2
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","We combine features, use one fully connected layer, and separate balance and land dominance recognition.|",9
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","Features are merged, one fully connected layer is used, and balance and land dominance recognition is separated.|",8
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","We combine features, use a connected layer and distinguish balance and land dominance.|",7
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","Features merge, a connected layer is used, and balance and dominance are recognized separately.|",6
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","We merge features and add a layer, and then separate balance and dominance.|",5
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","We integrate features, use one layer and distinguish balance from dominance.|",4
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","Merging features leads to one layer, separating the recognition of balance and dominance.|",3
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","Features are merged into one layer, separating balance and dominance recognition.|",2
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","Merging features and using one layer, we separate balance from dominance.|",1
"And then we merge these features. We have one fully connected layer. And we separate the recognition of balance, and also land dominance, and.","We join features and use one layer, separating the recognition of balance and dominance.|",1
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.",Theft of emotion categories and extortion use.|,1
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.",The emotion categories were tested. It used regression loss functions based on experiments that showed it's best.|,2
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.",We found regression loss functions best through experiments in emotion categories.|,3
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.","After experiments, using regression loss was optimal for emotion categories.|",4
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.",Emotion categories used regression loss functions based on experiments.|,5
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.",Experiments showed regression loss functions best for emotion categories.|,6
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.",We saw regression loss function is best for emotion categories.|,7
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.",Experiments showed regression loss best for emotion categories.|,8
"the emotion categories. And the type of loss function that we use is regression, because from our experiments, we saw that it was the best.",Experiments showed regression loss best.|,9
way to model our data. So these are the type of results that we get. So these are the type of images that we get.|,"We model data. These are the results, images we get.|",9
way to model our data. So these are the type of results that we get. So these are the type of images that we get.|,"This is how we model data. Here are the results, which include images.|",8
way to model our data. So these are the type of results that we get. So these are the type of images that we get.|,We use this method to model data. The results include these images.|,7
way to model our data. So these are the type of results that we get. So these are the type of images that we get.|,We use this method to model the data and produce these types of images.|,5
way to model our data. So these are the type of results that we get. So these are the type of images that we get.|,"This is a method to model data, yielding results which are images.|",4
way to model our data. So these are the type of results that we get. So these are the type of images that we get.|,"This is one possible modeling method for our data, with these image outcomes.|",2
way to model our data. So these are the type of results that we get. So these are the type of images that we get.|,One way to model our data produces these kinds of image results.|,2
way to model our data. So these are the type of results that we get. So these are the type of images that we get.|,"We use one method to model data, results are these types of images.|",1
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.","Here, anticipation, excitement, engagement, and confidence are recognized. Another example includes recognition, pleasure, happiness, and affection.|",1
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.","Recognizing anticipation, excitement, and confidence happens here. Another example shows recognition, pleasure, happiness, and affection.|",2
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.","Anticipation, excitement, engagement, and confidence get recognized here. Recognition, pleasure, happiness, and affection are recognized elsewhere.|",3
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.","Anticipation, excitement, and confidence are noted here. Another instance highlights recognition, pleasure, happiness, and affection.|",4
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.","In this case, there is recognition of anticipation and excitement. The other highlights recognition, happiness, and affection.|",5
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.","Here, anticipation and excitement are recognized. In another case, recognition, happiness, and affection are noted.|",6
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.","Anticipation and excitement are recognized here. In the other case, we see recognition and affection.|",7
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.",Anticipation and excitement are recognized. The other case shows recognition and affection.|,8
"This is recognition of anticipation, excitement, engagement, and confidence in this case. This is another example of recognition, pleasure, happiness, and affection in this other.",Anticipation is recognized here. Recognition and affection are in the other case.|,9
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting\.","Here is a challenging example where the system recognized happiness, even without seeing the face.\.",1
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting\.",This tough example shows the system recognized happiness without seeing the face.\.,2
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting\.","This example is quite challenging, and the system recognized happiness without a face.\.",4
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting\.",A challenging example shows the system recognized happiness without seeing any face.\.,5
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting\.",This example shows the system recognized happiness even with no face in view.\.,7
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting\.","The system recognized happiness without seeing a face, despite the challenge.\.",8
"picture. Another one pretty challenging that here is, it recognized happiness, the system, but here you don't see the face. So clearly somehow it's extracting\.","The system spotted happiness without a visible face, a real challenge.\.",9
"Some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",This provides context and situation details. The recognition of emotions for this guy was like pleasure and affection.|,1
"Some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",This provides some context. The guy saw emotions as pleasure and affection.|,4
"Some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",This gives context. The man saw emotions as pleasure and affection.|,5
"Some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",The context reveals the man felt emotions as pleasure and affection.|,6
"Some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",This context shows a man felt emotions as pleasure and affection.|,7
"Some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",The context shows a man felt emotions as pleasure and affection.|,8
"Some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",The man felt emotions like pleasure and affection in this context.|,9
"Some information about the context and the situation. Here another interesting example where for this guy, and the recognition of emotions was like pleasure, affection.|",The man felt pleasure and affection.|,1
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","The first person felt happiness, while the other saw a mess. It recognized nearly everything possible, showing that not.|",9
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","Happiness was felt by one, but for another, it was chaos. It noticed almost everything, indicating not.|",8
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","One found happiness; the other, a mess. It recognized nearly all, illustrating that not.|",7
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","One felt happiness, another saw a mess. It caught nearly everything, showing that not.|",6
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","Happiness for one, a mess for another, recognizing nearly everything, showing that not.|",5
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","One person felt happiness; another saw it as a mess. It identified nearly everything, indicating not.|",4
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","One person experienced happiness, while the other found it a mess. It identified almost everything, showing that not.|",3
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","One felt happiness, but for another, it was chaos. It perceived almost everything possible, and it shows that not.|",2
"and happiness, but for the other person, it was like a mess, so it recognized almost everything possible, and so this is showing that not.","Happiness was felt by one person; for the other, it was a mess. It understood almost everything, illustrating that not.|",1
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",The output is created by the context and person combining information.|,1
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",The context and person together create the output from information.|,2
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",The output results from combining the context and the person's information.|,3
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",Output results when context and person combine information.|,4
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",The context and individual merge to form the output from information.|,5
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",Information creating the output comes from the context combined with the person.|,6
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",Combining context and person creates the output.|,7
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",The result is an output created by combining context and person.|,8
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",Combining context and personal information creates the output.|,9
"all the information is coming just from the context, but it's the combination of the context and the person which actually creates the output. So.",The output comes from combining context and person.|,1
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just\.","The system does not work well; hence, this is the initial attempt to recognize emotions using more than just\.",5
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just\.","This system is not working, so this is the first try at recognizing emotions using more than just\.",6
"the truth is that this system is not working very well, so this is the first attempt in trying to recognize emotions using not just\.","This known fact: the system is not working well, so this is our initial try at recognizing emotions using more than\.",8
"face, but using person and situational context.\.",Face by using person and situational context.\.,1
So this is our first baseline.|,So this is the initial baseline.|,2
We are progressing this project in different directions.\.,We are advancing this project in many directions.\.,3
So the Red House.,"Hence, the Red House.",4
"face, but using person and situational context. So this is our first baseline.|","By considering person and situation, this is our first baseline.|",5
We are progressing this project in different directions. So the Red House.,"We're moving the project in various directions. Thus, the Red House.",6
"face, but using person and situational context. We are progressing this project in different directions.|","Utilizing context, we are moving the project forward.|",7
So this is our first baseline. We are progressing this project in different directions.|,"This is the baseline, and we're moving the project forward.|",8
"So the Red House; face, but using person and situational context.|",Red House; using personal and situational context.|,9
We are progressing this project in different directions. So the Red House.,We progress the project in different ways. Red House.|,1
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you.","This Cambridge, Massachusetts restaurant is in the USA.|",8
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you.","There is a restaurant in Cambridge, Massachusetts, USA.|",7
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you.","Located in Cambridge, Massachusetts, this restaurant is in the USA.|",6
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you.","In Cambridge, Massachusetts, there is a restaurant. It is in the USA.|",5
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you.","A restaurant exists in Cambridge, Massachusetts, which is in the United States of America.|",4
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you.","A restaurant located in Cambridge, Massachusetts, within the USA, could be an experience you should consider if you have never visited it before.|",2
"restaurant is a restaurant in Cambridge, Massachusetts in USA. So if you go to this restaurant and you never went to this restaurant and you.","In the city of Cambridge in the state of Massachusetts in the United States of America exists a certain restaurant. If perchance you decide to visit this restaurant and you have not yet gone there, you.",1
"Want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.",You search online to understand the restaurant and read various reviews.|,7
"Want to know how this restaurant works, so you Google this restaurant and you get all of these reviews. So this is one example of.",Searching online to see how the restaurant functions includes reading reviews.|,6
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.",The Red House restaurant review is delightful.|,9
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.",The Red House restaurant gets a delightful review.|,8
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.","Noted in the review, the Red House restaurant is a delight.|",7
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.",The review highlights the Red House restaurant as delightful.|,6
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.","In the review, the Red House restaurant is called a delight.|",5
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.","The Red House restaurant, according to the review, is delightful.|",4
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.",The restaurant review for the Red House points out that it is a delight.|,3
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.","Focusing on the review of the Red House restaurant, it is described as delightful.|",2
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.",The review dedicates significant part to describe the Red House restaurant as an absolute delight.|,1
"a review of the Red House restaurant. Okay, so let's focus in a piece of this review. review. So here it says, what's a delight,.","In the review of the Red House restaurant, a particular section is devoted to expressing how delightful it is.|",1
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","Great food, nice cocktails, relaxed vibe with locals and professors. We see such reviews.\.",9
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","Awesome menu, excellent drinks, and a relaxed setting with locals and professors dining. We read these reviews.\.",8
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","The menu is great, craft cocktails are superb, and the atmosphere is casual with locals and professors talking at dinner. We see these reviews frequently.\.",7
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","Excellent food, fine drinks, and a simple atmosphere with locals and professors chatting over dinner. We often see such reviews.\.",6
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","The menu is superb, the craft cocktails are excellent, and the place has a straightforward vibe with locals and professors enjoying dinner. Such reviews are common.\.",5
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","The restaurant offers a superb menu, excellent craft cocktails, and a humble ambiance where locals and college professors gather to chat over dinner. We often encounter these reviews.\.",4
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","The establishment boasts a great menu, fine craft cocktails, and an uncomplicated ambience in which locals and college professors converse during dinner. Such reviews are typical.\.",3
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","This place has an excellent menu, remarkable craft cocktails, and a plain atmosphere featuring locals and professors conversing over dinner. We read these reviews often.\.",2
"terrific menu, great craft, cocktails, unpretentious atmosphere of mostly locals and college professors chatting over dinner. Okay, so we read this type of reviews and\.","The restaurant features a superb menu, exceptional craft cocktails, and a straightforward ambiance where locals and professors chat over dinner. Such reviews are common.\.",1
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",We use reviews to decide if we should visit the restaurant or not.|,9
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",Reading reviews helps us decide if we should go to the restaurant.|,8
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",Reviews inform our decision to visit the restaurant.|,7
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",The restaurant reviews influence our visit decision.|,6
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",Reviews determine if we want to dine at the restaurant.|,5
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",We rely on reviews to decide on visiting the restaurant.|,4
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",Our decision to visit the restaurant depends on its reviews.|,3
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",The reviews impact our choice to visit the restaurant.|,2
"from these reviews, we decide whether we want to go to the restaurant or not. Somehow we capture the idea of whether this restaurant is.",Whether or not we visit the restaurant is decided by reading reviews.|,1
"good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.\.",The restaurant's quality is not explicitly mentioned.\.,8
"good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.\.",No direct opinion is given on the restaurant's quality.\.,6
"good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.\.",The text avoids stating whether the restaurant is good or bad.\.,5
"good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.\.",It stays neutral about the restaurant's quality.\.,4
"good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.\.",The text refrains from giving a clear recommendation about the restaurant.\.,2
"good or not. But it is not saying, this is a good restaurant, go there or this is not a good restaurant, don't go there.\.",The writer does not advise for or against visiting the restaurant.\.,1
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.",Is it possible to determine the emotional tone of the author from this information?|,9
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.","Can the writer's emotions, positive or negative, be discerned from this data?|",8
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.","From this information, can you identify if the text's author felt positive or negative?|",7
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.",Does this data indicate if the writer was experiencing positive or negative feelings?|,6
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.","Can we deduce the emotional state, positive or negative, of the writer from this info?|",5
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.",Is the writer's positive or negative emotion evident from the given data?|,4
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.","From this data, can we detect whether the author's mood is positive or negative?|",3
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.","Can we determine if the author's mood, based on this information, is positive or negative?|",2
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.","From this data, can we infer the positive or negative feeling of the text's author?|",1
"So from this type of information, can you tell me if the person that wrote this text was feeling something positive or something negative about.","This data allows us to identify the positive or negative emotions of the writer, right?|",1
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.",Is the restaurant positive? It's clear and easy for us.|,1
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.",Is the restaurant positive for us? Very clear and easy.|,2
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.",Is the restaurant positive? It's clear. Easy for us to do.|,3
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.",Is the restaurant positive? It's clear. Simple for us to handle.|,4
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.",Is the restaurant positive? It's really clear. Easy to do for us.|,5
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.",Is the restaurant positive? It's clear and easy for us.|,6
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.","Is the restaurant positive? For us, it's simple and clear.|",7
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.",The restaurant? Positive? Very clear and simple for us.|,8
"the restaurant? Is it positive? It's very clear. For us, it's very easy to do. So one thing that we can think is maybe we.",The restaurant? Positive? Clear and easy for us.|,9
"can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called.|",Research focuses on developing algorithms for text sentiment analysis.|,2
"can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called.|",Much research aims to capture text sentiment with algorithms.|,3
"can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called.|",Researchers are developing algorithms to capture sentiment in text.|,5
"can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called.|",Many research efforts aim to develop algorithms for text sentiment analysis.|,7
"can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called.|",Research is focused on capturing text sentiment using algorithms.|,8
"can develop algorithms that do the same. So actually, there's a lot of research in trying to capture sentiment from text. This problem is called.|",Capturing text sentiment with algorithms is a key research area.|,9
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method.",The lab I'm not in. My work group is effective computing. Social machines developed this method.|,2
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method.",My lab is not in the effective computing group. It was developed using social machines.|,7
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method.",The lab is not part of the effective computing group. It was created using social machines.|,8
"lab, not in effective computing group, which is the group I'm working on. It was developed on social machines. And the idea behind this method.",This lab is not in the effective computing group. They used social machines to develop the method.|,9
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",Code is available and there is an online demo.|,1
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",This image shows an online demo with available code.|,2
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",The online demo shows available code with architecture.|,3
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",The architecture's code is available online with a demo.|,4
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",The code and online demo for architecture are available.|,5
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",The architecture has available code and an online demo.|,6
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",They have an available code and an online demo.|,7
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",Check out the available code and an online demo.|,8
"architecture, you can actually, the code is available and they have also a demo online. So this is a screen capture of the demo. So.",Demo captures available code online.|,9
